algorithm,error,error_type,phase,repetition,timestamp_epoch
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,73,1777374655.8458357
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,74,1777374665.1858652
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,76,1777374685.647838
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,77,1777374696.6482017
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,78,1777374707.4194036
bae,"'Replay requested k=14, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 18, 21, 25, 28, 35].'",KeyError,hardware_replay,79,1777374721.9757113
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,80,1777374723.3033414
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,82,1777374748.8729987
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,83,1777374759.4880052
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,84,1777374770.590678
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,85,1777374785.8427029
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,86,1777374798.821482
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,87,1777374812.2786999
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,90,1777374849.779632
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,91,1777374868.8012557
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,92,1777374881.5217004
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,93,1777374894.514223
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,94,1777374907.8582196
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,95,1777374921.5460634
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,96,1777374935.3215795
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,97,1777374948.0254297
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,98,1777374963.4710116
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,99,1777374977.8224397
