backend_mode,context,job_id,n_circuits,sampler_call_index,shots,submitted_at_epoch
dry_run_aer,amplification_scan,local-0e67abeb-648e-4e36-978a-42c6590080a6,1,37,4096,1777399440.353651
dry_run_aer,amplification_scan,local-333f507d-0ff1-4559-9028-37f5447c3efc,1,38,4096,1777399440.766405
dry_run_aer,amplification_scan,local-d1b8c9ca-392f-438e-9e22-1ec02d95c9a9,1,39,4096,1777399441.3671267
dry_run_aer,amplification_scan,local-b26ad827-ece3-4fa5-93fe-bd35820e0721,1,40,4096,1777399441.869616
dry_run_aer,amplification_scan,local-f03a0fba-4985-4a79-8e72-3a44eae7400b,1,41,4096,1777399442.4407403
dry_run_aer,amplification_scan,local-d3fa0c8a-d935-4527-92af-a52a715ae5cb,1,42,4096,1777399443.0179555
dry_run_aer,amplification_scan,local-9bf4c118-31bb-4ea3-9244-9ba334dff815,1,43,4096,1777399443.3793426
dry_run_aer,amplification_scan,local-f89f5ad2-a79a-49d8-99a4-6341f70302c5,1,44,4096,1777399444.133896
dry_run_aer,amplification_scan,local-7a8a655c-eb66-409d-8014-8a9d46a1cc4b,1,45,4096,1777399444.866626
dry_run_aer,amplification_scan,local-023cde15-3516-4e19-8be8-e6b557cbe2b2,1,46,4096,1777399445.37718
dry_run_aer,amplification_scan,local-59227053-9114-495b-81b9-667624204903,1,47,4096,1777399445.5055509
dry_run_aer,amplification_scan,local-466e0888-64bd-41b6-840b-a0fe765e86c0,1,48,4096,1777399445.7684906
dry_run_aer,amplification_scan,local-21746190-282a-4824-ae4f-2d9b105d4b24,1,49,4096,1777399446.207707
dry_run_aer,amplification_scan,local-7b57e384-babd-40dc-9ae9-60252ca880bb,1,50,4096,1777399446.642775
dry_run_aer,amplification_scan,local-4a30c476-e54b-4326-8824-c683aed127b4,1,51,4096,1777399447.4641163
dry_run_aer,amplification_scan,local-a0a51b3c-6910-45d0-9527-eb8f1bd1fdcb,1,52,4096,1777399448.1237063
dry_run_aer,amplification_scan,local-9d072bf4-455e-4bb0-bdda-afb13d674b78,1,53,4096,1777399448.4665134
dry_run_aer,amplification_scan,local-5e5a4067-08ce-4b64-b6be-be1a33711ac9,1,54,4096,1777399449.1054485
dry_run_aer,amplification_scan,local-47d2d6b6-1486-4847-8acf-7da2c11aac45,1,55,4096,1777399449.5410118
dry_run_aer,amplification_scan,local-e68bcbab-ff1a-4d86-b577-8909a45d5aeb,1,56,4096,1777399449.84226
dry_run_aer,amplification_scan,local-dfca900a-e88f-4faa-83e1-d522ffc8b370,1,57,4096,1777399450.0403712
dry_run_aer,amplification_scan,local-8c639b2c-0fcc-4da5-9a04-e37d002616e7,1,58,4096,1777399450.2895594
dry_run_aer,amplification_scan,local-61b35a41-c621-4b96-9359-011c09d37b0b,1,59,4096,1777399450.7891402
dry_run_aer,amplification_scan,local-17bb8eea-1343-44ad-86a8-2571656f045e,1,60,4096,1777399451.138232
dry_run_aer,amplification_scan,local-cbdaa1a5-4599-419c-8862-0e8888ca4d7c,1,61,4096,1777399451.3893304
dry_run_aer,amplification_scan,local-117eb6be-2144-4c47-b0e0-a1543075d66f,1,62,4096,1777399452.0477402
dry_run_aer,amplification_scan,local-a32cd223-b20f-4fe3-9183-5a290d5cd00d,1,63,4096,1777399452.7933826
dry_run_aer,amplification_scan,local-fbb987df-974f-4e7b-be8e-fabd2ac7005f,1,64,4096,1777399453.010076
dry_run_aer,amplification_scan,local-59341c23-2ab9-44eb-ab74-825802e50ab8,1,65,4096,1777399453.2911687
dry_run_aer,amplification_scan,local-ff4ebc25-d2d3-48fb-be62-fb73ee40f729,1,66,4096,1777399453.7206848
dry_run_aer,amplification_scan,local-b81e5c07-2eb0-4671-b2fd-2cd32b7eb635,1,67,4096,1777399454.3365097
dry_run_aer,amplification_scan,local-816f9fd5-54fb-487e-bba8-82ac0befc1de,1,68,4096,1777399455.0795321
dry_run_aer,amplification_scan,local-ce0cf4ba-86f5-49c5-a4ff-9b94b48af2e0,1,69,4096,1777399455.8757875
dry_run_aer,amplification_scan,local-bbf94a2d-a9c1-426e-bb26-ecf50ccc3346,1,70,4096,1777399456.484644
dry_run_aer,amplification_scan,local-67ebcec9-777f-49f3-9e7d-56995447d708,1,71,4096,1777399457.418552
dry_run_aer,amplification_scan,local-1127b9ab-37c6-4c7e-a5b0-89ad1089c310,1,72,4096,1777399458.2420146
dry_run_aer,amplification_scan,local-db81abe3-ee24-4a2b-a41c-b7c2f3394904,1,73,4096,1777399458.7125306
dry_run_aer,amplification_scan,local-c6237047-1b85-40bf-a9a6-38bb858dd42d,1,74,4096,1777399458.8679545
dry_run_aer,amplification_scan,local-f6b897e5-8d5f-450b-ba44-70bbe194ad44,1,75,4096,1777399459.0281148
dry_run_aer,amplification_scan,local-3d5fcae4-4dfb-40de-82d9-8e24153a8ed2,1,76,4096,1777399459.3294475
dry_run_aer,amplification_scan,local-8055eff5-d224-4070-8b67-b1877826b487,1,77,4096,1777399459.5937672
